Date,JPM,BRK.b,BAC,WFC,C,GS,USB,MS,PNC,CHCO,CSBK,AAPL,AMD,ORCL
2016-04-29,60.88411165776999,145.48,14.231323305123999,47.454011213682,45.296487784796,160.79442643806,41.230838795268,26.203701986486,85.347113053635,47.015386285691996,14.543768402734,91.054300233386,3.55,38.937429267051
2016-05-02,61.452491814068004,146.89,14.436582775871,48.033181818731,45.68798724706701,162.82260548094,41.501268283735,26.397373102424,85.47351000848799,47.09195857606,14.856537615696,90.95716528540899,3.74,39.367245345262
2016-05-03,60.267563691615,144.83,14.035838094888,47.473000413847,44.601576239264,159.84402369817,41.047333070949996,26.039081537938,84.46233436966601,46.632524833854,14.612186668069,92.453043484251,3.6,38.761595416874
2016-05-04,59.31384105647,144.24,13.811030103118,46.82736760821901,43.710914962596995,156.83604801622,40.293993781648,25.448384634325,83.003907967519,46.58466715237501,14.621960705973999,91.49140749928101,3.6,38.380622074822995
2016-05-05,58.995933511421,143.88,13.732836019024,46.846504252113,43.290053040655,156.30695783112,40.226386409531,25.341865520559,82.984462282157,46.115661873872995,14.475350137398,91.12229469696899,3.66,38.322010791429996
2016-05-06,59.342741742383005,144.62,13.791481582093999,46.903914183794,43.466227798677,155.64069611655,40.351942957748,25.419333966935,83.237256191863,46.07737572868901,14.485124175303,90.614105151255,3.68,38.497844641608
2016-05-09,58.96703282550801,142.91,13.674190455953,46.769957676537,42.957278497725,154.32776862019,40.120146253348,25.274080629980997,82.634439945642,45.675371204259996,14.543768402734,90.682515282409,3.65,38.449001905447
2016-05-10,59.766618469114,144.78,13.977192531817998,47.267510417777004,43.887089720619,158.15877347896003,40.622372446216005,25.787309087218,84.190094774599,46.249663382016,14.475350137398,91.298206462794,3.64,39.093726022764
2016-05-11,59.545046543778,142.87,13.879449926700001,46.961324115475996,43.524952718018,156.19918020082,40.438866721899,25.525853080700998,83.94702370757399,45.895516539066,14.475350137398,90.408874757793,3.65,38.732289775177
2016-05-12,59.506512295893,143.31,13.82080436363,47.076143978839,43.064940849849,154.87645473806998,40.506474094015005,25.399966855341,83.791458224679,45.895516539066,14.612186668069,88.28816069202298,3.59,38.898355078123004
